geoid,name,B01003001,"B01003001, Error"
14000US06037141201,"Census Tract 1412.01, Los Angeles, CA",4583,292
14000US06037141202,"Census Tract 1412.02, Los Angeles, CA",2674,324
14000US06037141302,"Census Tract 1413.02, Los Angeles, CA",6037,570
14000US06037141303,"Census Tract 1413.03, Los Angeles, CA",3477,186
14000US06037141304,"Census Tract 1413.04, Los Angeles, CA",2995,271
14000US06037141400,"Census Tract 1414, Los Angeles, CA",5099,320
14000US06037141500,"Census Tract 1415, Los Angeles, CA",2982,224
14000US06037141600,"Census Tract 1416, Los Angeles, CA",4178,234
14000US06037141700,"Census Tract 1417, Los Angeles, CA",3161,236
14000US06037143100,"Census Tract 1431, Los Angeles, CA",4389,419
14000US06037143200,"Census Tract 1432, Los Angeles, CA",4085,421
14000US06037143300,"Census Tract 1433, Los Angeles, CA",6643,415
14000US06037143400,"Census Tract 1434, Los Angeles, CA",7056,611
14000US06037143500,"Census Tract 1435, Los Angeles, CA",5482,449
14000US06037143602,"Census Tract 1436.02, Los Angeles, CA",4769,443
14000US06037143603,"Census Tract 1436.03, Los Angeles, CA",2392,203
14000US06037143604,"Census Tract 1436.04, Los Angeles, CA",3720,359
14000US06037143700,"Census Tract 1437, Los Angeles, CA",3811,364
14000US06037143800,"Census Tract 1438, Los Angeles, CA",5770,511
14000US06037143901,"Census Tract 1439.01, Los Angeles, CA",4069,407
14000US06037143902,"Census Tract 1439.02, Los Angeles, CA",2766,262
14000US06037181000,"Census Tract 1810, Los Angeles, CA",6458,482
14000US06037181300,"Census Tract 1813, Los Angeles, CA",4059,373
14000US06037181400,"Census Tract 1814, Los Angeles, CA",4943,369
14000US06037181500,"Census Tract 1815, Los Angeles, CA",3956,380
14000US06037181600,"Census Tract 1816, Los Angeles, CA",4631,376
14000US06037183101,"Census Tract 1831.01, Los Angeles, CA",3323,285
14000US06037183103,"Census Tract 1831.03, Los Angeles, CA",4355,329
14000US06037183104,"Census Tract 1831.04, Los Angeles, CA",2146,149
14000US06037183220,"Census Tract 1832.20, Los Angeles, CA",4155,353
14000US06037183221,"Census Tract 1832.21, Los Angeles, CA",3522,394
14000US06037183222,"Census Tract 1832.22, Los Angeles, CA",3493,366
14000US06037183300,"Census Tract 1833, Los Angeles, CA",3487,274
14000US06037183401,"Census Tract 1834.01, Los Angeles, CA",2531,200
14000US06037183402,"Census Tract 1834.02, Los Angeles, CA",3006,326
14000US06037183510,"Census Tract 1835.10, Los Angeles, CA",2577,321
14000US06037183520,"Census Tract 1835.20, Los Angeles, CA",3758,390
14000US06037183610,"Census Tract 1836.10, Los Angeles, CA",3215,270
14000US06037183620,"Census Tract 1836.20, Los Angeles, CA",3111,321
14000US06037183701,"Census Tract 1837.01, Los Angeles, CA",3720,307
14000US06037183702,"Census Tract 1837.02, Los Angeles, CA",2775,380
14000US06037183810,"Census Tract 1838.10, Los Angeles, CA",4163,429
14000US06037183820,"Census Tract 1838.20, Los Angeles, CA",3445,370
14000US06037185100,"Census Tract 1851, Los Angeles, CA",6070,679
14000US06037185202,"Census Tract 1852.02, Los Angeles, CA",3627,450
14000US06037185203,"Census Tract 1852.03, Los Angeles, CA",3566,327
14000US06037185204,"Census Tract 1852.04, Los Angeles, CA",1921,155
14000US06037185310,"Census Tract 1853.10, Los Angeles, CA",3131,209
14000US06037185320,"Census Tract 1853.20, Los Angeles, CA",2991,230
14000US06037186100,"Census Tract 1861, Los Angeles, CA",4985,294
14000US06037186201,"Census Tract 1862.01, Los Angeles, CA",3201,407
14000US06037186202,"Census Tract 1862.02, Los Angeles, CA",2007,281
14000US06037186203,"Census Tract 1862.03, Los Angeles, CA",3416,492
14000US06037186301,"Census Tract 1863.01, Los Angeles, CA",2906,243
14000US06037186302,"Census Tract 1863.02, Los Angeles, CA",5096,409
14000US06037186401,"Census Tract 1864.01, Los Angeles, CA",3489,389
14000US06037186403,"Census Tract 1864.03, Los Angeles, CA",2698,215
14000US06037186404,"Census Tract 1864.04, Los Angeles, CA",2631,215
14000US06037187101,"Census Tract 1871.01, Los Angeles, CA",3438,330
14000US06037187102,"Census Tract 1871.02, Los Angeles, CA",3739,296
14000US06037187200,"Census Tract 1872, Los Angeles, CA",2963,321
14000US06037187300,"Census Tract 1873, Los Angeles, CA",3597,307
14000US06037188100,"Census Tract 1881, Los Angeles, CA",3918,440
14000US06037188201,"Census Tract 1882.01, Los Angeles, CA",3473,283
14000US06037188202,"Census Tract 1882.02, Los Angeles, CA",2426,220
14000US06037188300,"Census Tract 1883, Los Angeles, CA",3800,526
14000US06037189101,"Census Tract 1891.01, Los Angeles, CA",2521,219
14000US06037189102,"Census Tract 1891.02, Los Angeles, CA",3356,204
14000US06037189201,"Census Tract 1892.01, Los Angeles, CA",3216,257
14000US06037189202,"Census Tract 1892.02, Los Angeles, CA",2396,261
14000US06037189300,"Census Tract 1893, Los Angeles, CA",3117,253
14000US06037189400,"Census Tract 1894, Los Angeles, CA",3164,250
14000US06037189500,"Census Tract 1895, Los Angeles, CA",4180,385
14000US06037189600,"Census Tract 1896, Los Angeles, CA",3939,393
14000US06037189701,"Census Tract 1897.01, Los Angeles, CA",3228,446
14000US06037189702,"Census Tract 1897.02, Los Angeles, CA",2201,251
14000US06037189800,"Census Tract 1898, Los Angeles, CA",3833,372
14000US06037189902,"Census Tract 1899.02, Los Angeles, CA",5371,395
14000US06037189903,"Census Tract 1899.03, Los Angeles, CA",2089,193
14000US06037189904,"Census Tract 1899.04, Los Angeles, CA",2435,256
14000US06037189905,"Census Tract 1899.05, Los Angeles, CA",2432,226
14000US06037190100,"Census Tract 1901, Los Angeles, CA",4453,489
14000US06037190201,"Census Tract 1902.01, Los Angeles, CA",2632,300
14000US06037190202,"Census Tract 1902.02, Los Angeles, CA",3225,378
14000US06037190301,"Census Tract 1903.01, Los Angeles, CA",5569,518
14000US06037190401,"Census Tract 1904.01, Los Angeles, CA",2977,375
14000US06037190402,"Census Tract 1904.02, Los Angeles, CA",2372,186
14000US06037190510,"Census Tract 1905.10, Los Angeles, CA",4051,328
14000US06037190520,"Census Tract 1905.20, Los Angeles, CA",3979,421
14000US06037190700,"Census Tract 1907, Los Angeles, CA",2685,375
14000US06037190801,"Census Tract 1908.01, Los Angeles, CA",2682,384
14000US06037190802,"Census Tract 1908.02, Los Angeles, CA",2982,284
14000US06037190901,"Census Tract 1909.01, Los Angeles, CA",4587,546
14000US06037190902,"Census Tract 1909.02, Los Angeles, CA",3518,315
14000US06037191000,"Census Tract 1910, Los Angeles, CA",4454,522
14000US06037191110,"Census Tract 1911.10, Los Angeles, CA",3478,492
14000US06037191120,"Census Tract 1911.20, Los Angeles, CA",3900,453
14000US06037191201,"Census Tract 1912.01, Los Angeles, CA",4414,608
14000US06037191203,"Census Tract 1912.03, Los Angeles, CA",2383,271
14000US06037191204,"Census Tract 1912.04, Los Angeles, CA",2033,193
14000US06037191301,"Census Tract 1913.01, Los Angeles, CA",2224,240
14000US06037191302,"Census Tract 1913.02, Los Angeles, CA",1947,166
14000US06037191410,"Census Tract 1914.10, Los Angeles, CA",4646,446
14000US06037191420,"Census Tract 1914.20, Los Angeles, CA",3096,406
14000US06037191500,"Census Tract 1915, Los Angeles, CA",5931,504
14000US06037191610,"Census Tract 1916.10, Los Angeles, CA",4237,451
14000US06037191620,"Census Tract 1916.20, Los Angeles, CA",2532,315
14000US06037191710,"Census Tract 1917.10, Los Angeles, CA",2937,250
14000US06037191720,"Census Tract 1917.20, Los Angeles, CA",3224,344
14000US06037191810,"Census Tract 1918.10, Los Angeles, CA",3367,450
14000US06037191820,"Census Tract 1918.20, Los Angeles, CA",3176,323
14000US06037191901,"Census Tract 1919.01, Los Angeles, CA",3060,369
14000US06037191902,"Census Tract 1919.02, Los Angeles, CA",2788,345
14000US06037192001,"Census Tract 1920.01, Los Angeles, CA",2370,291
14000US06037192002,"Census Tract 1920.02, Los Angeles, CA",2597,266
14000US06037192300,"Census Tract 1923, Los Angeles, CA",2463,214
14000US06037192410,"Census Tract 1924.10, Los Angeles, CA",3700,285
14000US06037192420,"Census Tract 1924.20, Los Angeles, CA",4280,583
14000US06037192510,"Census Tract 1925.10, Los Angeles, CA",3840,360
14000US06037192520,"Census Tract 1925.20, Los Angeles, CA",5269,457
14000US06037192610,"Census Tract 1926.10, Los Angeles, CA",3703,504
14000US06037192620,"Census Tract 1926.20, Los Angeles, CA",3542,369
14000US06037192700,"Census Tract 1927, Los Angeles, CA",3449,474
14000US06037194101,"Census Tract 1941.01, Los Angeles, CA",3277,331
14000US06037194102,"Census Tract 1941.02, Los Angeles, CA",3189,280
14000US06037194200,"Census Tract 1942, Los Angeles, CA",3524,546
14000US06037194300,"Census Tract 1943, Los Angeles, CA",3262,405
14000US06037194401,"Census Tract 1944.01, Los Angeles, CA",2391,261
14000US06037194402,"Census Tract 1944.02, Los Angeles, CA",3579,389
14000US06037194500,"Census Tract 1945, Los Angeles, CA",2019,156
14000US06037195100,"Census Tract 1951, Los Angeles, CA",4978,415
14000US06037195201,"Census Tract 1952.01, Los Angeles, CA",3128,204
14000US06037195202,"Census Tract 1952.02, Los Angeles, CA",3304,306
14000US06037195300,"Census Tract 1953, Los Angeles, CA",3089,311
14000US06037195400,"Census Tract 1954, Los Angeles, CA",4451,411
14000US06037195500,"Census Tract 1955, Los Angeles, CA",5548,431
14000US06037195600,"Census Tract 1956, Los Angeles, CA",2948,343
14000US06037195710,"Census Tract 1957.10, Los Angeles, CA",4487,542
14000US06037195720,"Census Tract 1957.20, Los Angeles, CA",2000,253
14000US06037195802,"Census Tract 1958.02, Los Angeles, CA",2691,284
14000US06037195803,"Census Tract 1958.03, Los Angeles, CA",2634,224
14000US06037195804,"Census Tract 1958.04, Los Angeles, CA",2533,261
14000US06037195901,"Census Tract 1959.01, Los Angeles, CA",2237,181
14000US06037195902,"Census Tract 1959.02, Los Angeles, CA",1864,204
14000US06037195903,"Census Tract 1959.03, Los Angeles, CA",2008,130
14000US06037197200,"Census Tract 1972, Los Angeles, CA",3909,455
14000US06037197300,"Census Tract 1973, Los Angeles, CA",4052,297
14000US06037197410,"Census Tract 1974.10, Los Angeles, CA",4331,364
14000US06037197420,"Census Tract 1974.20, Los Angeles, CA",3564,529
14000US06037197500,"Census Tract 1975, Los Angeles, CA",3914,357
14000US06037197600,"Census Tract 1976, Los Angeles, CA",2166,208
14000US06037197700,"Census Tract 1977, Los Angeles, CA",5332,296
14000US06037199000,"Census Tract 1990, Los Angeles, CA",5391,753
14000US06037199110,"Census Tract 1991.10, Los Angeles, CA",2705,226
14000US06037199120,"Census Tract 1991.20, Los Angeles, CA",4511,420
14000US06037199201,"Census Tract 1992.01, Los Angeles, CA",3660,482
14000US06037199202,"Census Tract 1992.02, Los Angeles, CA",3155,310
14000US06037199300,"Census Tract 1993, Los Angeles, CA",4202,349
14000US06037199400,"Census Tract 1994, Los Angeles, CA",4759,370
14000US06037199700,"Census Tract 1997, Los Angeles, CA",3063,372
14000US06037199800,"Census Tract 1998, Los Angeles, CA",5828,492
14000US06037199900,"Census Tract 1999, Los Angeles, CA",2692,290
14000US06037201110,"Census Tract 2011.10, Los Angeles, CA",2147,234
14000US06037201120,"Census Tract 2011.20, Los Angeles, CA",4144,411
14000US06037201200,"Census Tract 2012, Los Angeles, CA",2893,294
14000US06037201301,"Census Tract 2013.01, Los Angeles, CA",4498,380
14000US06037201302,"Census Tract 2013.02, Los Angeles, CA",4341,293
14000US06037201401,"Census Tract 2014.01, Los Angeles, CA",4693,496
14000US06037201402,"Census Tract 2014.02, Los Angeles, CA",4995,543
14000US06037201501,"Census Tract 2015.01, Los Angeles, CA",5367,483
14000US06037201503,"Census Tract 2015.03, Los Angeles, CA",3364,190
14000US06037201504,"Census Tract 2015.04, Los Angeles, CA",2302,173
14000US06037201601,"Census Tract 2016.01, Los Angeles, CA",2323,258
14000US06037201602,"Census Tract 2016.02, Los Angeles, CA",2960,287
14000US06037201700,"Census Tract 2017, Los Angeles, CA",5514,431
14000US06037203100,"Census Tract 2031, Los Angeles, CA",4498,395
14000US06037203200,"Census Tract 2032, Los Angeles, CA",5695,500
14000US06037203300,"Census Tract 2033, Los Angeles, CA",2000,327
14000US06037203500,"Census Tract 2035, Los Angeles, CA",2907,325
14000US06037203600,"Census Tract 2036, Los Angeles, CA",5276,498
14000US06037203710,"Census Tract 2037.10, Los Angeles, CA",3270,400
14000US06037203720,"Census Tract 2037.20, Los Angeles, CA",4072,378
14000US06037203800,"Census Tract 2038, Los Angeles, CA",4829,484
14000US06037203900,"Census Tract 2039, Los Angeles, CA",3353,298
14000US06037204110,"Census Tract 2041.10, Los Angeles, CA",3286,345
14000US06037204120,"Census Tract 2041.20, Los Angeles, CA",2971,318
14000US06037204200,"Census Tract 2042, Los Angeles, CA",3657,360
14000US06037204300,"Census Tract 2043, Los Angeles, CA",5445,486
14000US06037204410,"Census Tract 2044.10, Los Angeles, CA",2575,350
14000US06037204420,"Census Tract 2044.20, Los Angeles, CA",3154,257
14000US06037204600,"Census Tract 2046, Los Angeles, CA",4080,412
14000US06037204700,"Census Tract 2047, Los Angeles, CA",5510,683
14000US06037204810,"Census Tract 2048.10, Los Angeles, CA",5277,519
14000US06037204820,"Census Tract 2048.20, Los Angeles, CA",2241,253
14000US06037204910,"Census Tract 2049.10, Los Angeles, CA",3341,284
14000US06037204920,"Census Tract 2049.20, Los Angeles, CA",2751,354
14000US06037205110,"Census Tract 2051.10, Los Angeles, CA",3904,288
14000US06037205120,"Census Tract 2051.20, Los Angeles, CA",3548,249
14000US06037206010,"Census Tract 2060.10, Los Angeles, CA",4121,461
14000US06037206020,"Census Tract 2060.20, Los Angeles, CA",8947,750
14000US06037206031,"Census Tract 2060.31, Los Angeles, CA",4131,517
14000US06037206032,"Census Tract 2060.32, Los Angeles, CA",5687,602
14000US06037206050,"Census Tract 2060.50, Los Angeles, CA",2031,192
14000US06037206200,"Census Tract 2062, Los Angeles, CA",4001,400
14000US06037206300,"Census Tract 2063, Los Angeles, CA",6103,1131
14000US06037207101,"Census Tract 2071.01, Los Angeles, CA",3717,318
14000US06037207102,"Census Tract 2071.02, Los Angeles, CA",2926,310
14000US06037207103,"Census Tract 2071.03, Los Angeles, CA",2393,257
14000US06037207301,"Census Tract 2073.01, Los Angeles, CA",4911,363
14000US06037207302,"Census Tract 2073.02, Los Angeles, CA",4806,336
14000US06037207400,"Census Tract 2074, Los Angeles, CA",1539,400
14000US06037207501,"Census Tract 2075.01, Los Angeles, CA",2193,269
14000US06037207502,"Census Tract 2075.02, Los Angeles, CA",2888,208
14000US06037207710,"Census Tract 2077.10, Los Angeles, CA",4667,405
14000US06037207900,"Census Tract 2079, Los Angeles, CA",7162,734
14000US06037208000,"Census Tract 2080, Los Angeles, CA",7508,734
14000US06037208301,"Census Tract 2083.01, Los Angeles, CA",2148,178
14000US06037208302,"Census Tract 2083.02, Los Angeles, CA",5269,518
14000US06037208401,"Census Tract 2084.01, Los Angeles, CA",4765,384
14000US06037208402,"Census Tract 2084.02, Los Angeles, CA",2896,255
14000US06037208501,"Census Tract 2085.01, Los Angeles, CA",2267,199
14000US06037208502,"Census Tract 2085.02, Los Angeles, CA",4364,394
14000US06037208610,"Census Tract 2086.10, Los Angeles, CA",4351,438
14000US06037208620,"Census Tract 2086.20, Los Angeles, CA",4446,376
14000US06037208710,"Census Tract 2087.10, Los Angeles, CA",4858,371
14000US06037208720,"Census Tract 2087.20, Los Angeles, CA",4319,457
14000US06037208801,"Census Tract 2088.01, Los Angeles, CA",3027,409
14000US06037208802,"Census Tract 2088.02, Los Angeles, CA",3069,388
14000US06037208902,"Census Tract 2089.02, Los Angeles, CA",2692,240
14000US06037208903,"Census Tract 2089.03, Los Angeles, CA",4345,412
14000US06037208904,"Census Tract 2089.04, Los Angeles, CA",3978,504
14000US06037209102,"Census Tract 2091.02, Los Angeles, CA",5950,535
14000US06037209103,"Census Tract 2091.03, Los Angeles, CA",3679,331
14000US06037209104,"Census Tract 2091.04, Los Angeles, CA",2560,239
14000US06037209200,"Census Tract 2092, Los Angeles, CA",4545,427
14000US06037209300,"Census Tract 2093, Los Angeles, CA",4885,483
14000US06037209401,"Census Tract 2094.01, Los Angeles, CA",4472,542
14000US06037209402,"Census Tract 2094.02, Los Angeles, CA",3963,459
14000US06037209403,"Census Tract 2094.03, Los Angeles, CA",4148,533
14000US06037209510,"Census Tract 2095.10, Los Angeles, CA",3076,262
14000US06037209520,"Census Tract 2095.20, Los Angeles, CA",2797,303
14000US06037209810,"Census Tract 2098.10, Los Angeles, CA",2594,247
14000US06037209820,"Census Tract 2098.20, Los Angeles, CA",3073,312
14000US06037210010,"Census Tract 2100.10, Los Angeles, CA",3561,494
14000US06037211000,"Census Tract 2110, Los Angeles, CA",5124,558
14000US06037211120,"Census Tract 2111.20, Los Angeles, CA",5635,620
14000US06037211121,"Census Tract 2111.21, Los Angeles, CA",2253,293
14000US06037211122,"Census Tract 2111.22, Los Angeles, CA",3163,365
14000US06037211201,"Census Tract 2112.01, Los Angeles, CA",2562,269
14000US06037211202,"Census Tract 2112.02, Los Angeles, CA",2239,212
14000US06037211310,"Census Tract 2113.10, Los Angeles, CA",3873,431
14000US06037211320,"Census Tract 2113.20, Los Angeles, CA",3337,383
14000US06037211410,"Census Tract 2114.10, Los Angeles, CA",2736,318
14000US06037211420,"Census Tract 2114.20, Los Angeles, CA",3573,303
14000US06037211500,"Census Tract 2115, Los Angeles, CA",4175,373
14000US06037211701,"Census Tract 2117.01, Los Angeles, CA",2596,380
14000US06037211703,"Census Tract 2117.03, Los Angeles, CA",4841,410
14000US06037211704,"Census Tract 2117.04, Los Angeles, CA",2796,204
14000US06037211802,"Census Tract 2118.02, Los Angeles, CA",4682,453
14000US06037211803,"Census Tract 2118.03, Los Angeles, CA",3701,464
14000US06037211804,"Census Tract 2118.04, Los Angeles, CA",3221,336
14000US06037211910,"Census Tract 2119.10, Los Angeles, CA",4371,536
14000US06037211921,"Census Tract 2119.21, Los Angeles, CA",2521,300
14000US06037211922,"Census Tract 2119.22, Los Angeles, CA",3269,347
14000US06037212101,"Census Tract 2121.01, Los Angeles, CA",3187,334
14000US06037212102,"Census Tract 2121.02, Los Angeles, CA",2291,324
14000US06037212202,"Census Tract 2122.02, Los Angeles, CA",3424,358
14000US06037212203,"Census Tract 2122.03, Los Angeles, CA",2914,343
14000US06037212204,"Census Tract 2122.04, Los Angeles, CA",3584,311
14000US06037212303,"Census Tract 2123.03, Los Angeles, CA",3837,441
14000US06037212304,"Census Tract 2123.04, Los Angeles, CA",1832,195
14000US06037212305,"Census Tract 2123.05, Los Angeles, CA",3025,202
14000US06037212306,"Census Tract 2123.06, Los Angeles, CA",3413,406
14000US06037212410,"Census Tract 2124.10, Los Angeles, CA",4318,444
14000US06037212420,"Census Tract 2124.20, Los Angeles, CA",3517,345
14000US06037212501,"Census Tract 2125.01, Los Angeles, CA",1940,192
14000US06037212502,"Census Tract 2125.02, Los Angeles, CA",2810,301
14000US06037212610,"Census Tract 2126.10, Los Angeles, CA",4447,466
14000US06037212620,"Census Tract 2126.20, Los Angeles, CA",4087,384
14000US06037212701,"Census Tract 2127.01, Los Angeles, CA",2276,229
14000US06037212702,"Census Tract 2127.02, Los Angeles, CA",3632,335
14000US06037212800,"Census Tract 2128, Los Angeles, CA",3543,338
14000US06037212900,"Census Tract 2129, Los Angeles, CA",4067,345
14000US06037213100,"Census Tract 2131, Los Angeles, CA",3014,313
14000US06037213201,"Census Tract 2132.01, Los Angeles, CA",3932,427
14000US06037213202,"Census Tract 2132.02, Los Angeles, CA",3942,404
14000US06037213310,"Census Tract 2133.10, Los Angeles, CA",3015,465
14000US06037213320,"Census Tract 2133.20, Los Angeles, CA",2469,243
14000US06037213401,"Census Tract 2134.01, Los Angeles, CA",4859,375
14000US06037213402,"Census Tract 2134.02, Los Angeles, CA",4857,419
14000US06037214000,"Census Tract 2140, Los Angeles, CA",4277,531
14000US06037214100,"Census Tract 2141, Los Angeles, CA",3668,394
14000US06037214400,"Census Tract 2144, Los Angeles, CA",2916,227
14000US06037214501,"Census Tract 2145.01, Los Angeles, CA",2702,282
14000US06037214502,"Census Tract 2145.02, Los Angeles, CA",5285,666
14000US06037214503,"Census Tract 2145.03, Los Angeles, CA",3422,315
14000US06037214600,"Census Tract 2146, Los Angeles, CA",2383,216
14000US06037214700,"Census Tract 2147, Los Angeles, CA",2414,248
14000US06037214800,"Census Tract 2148, Los Angeles, CA",2813,315
14000US06037214901,"Census Tract 2149.01, Los Angeles, CA",3250,435
14000US06037214902,"Census Tract 2149.02, Los Angeles, CA",2550,288
14000US06037215101,"Census Tract 2151.01, Los Angeles, CA",3015,305
14000US06037215102,"Census Tract 2151.02, Los Angeles, CA",3059,329
14000US06037216100,"Census Tract 2161, Los Angeles, CA",2151,215
14000US06037216200,"Census Tract 2162, Los Angeles, CA",5778,667
14000US06037216300,"Census Tract 2163, Los Angeles, CA",4367,590
14000US06037216401,"Census Tract 2164.01, Los Angeles, CA",3772,629
14000US06037216402,"Census Tract 2164.02, Los Angeles, CA",2521,345
14000US06037216700,"Census Tract 2167, Los Angeles, CA",3835,329
14000US06037216800,"Census Tract 2168, Los Angeles, CA",3203,293
14000US06037216900,"Census Tract 2169, Los Angeles, CA",4886,343
14000US06037217001,"Census Tract 2170.01, Los Angeles, CA",2724,283
14000US06037217002,"Census Tract 2170.02, Los Angeles, CA",4639,571
14000US06037217100,"Census Tract 2171, Los Angeles, CA",6219,735
14000US06037217200,"Census Tract 2172, Los Angeles, CA",4156,345
14000US06037218110,"Census Tract 2181.10, Los Angeles, CA",3195,343
14000US06037218120,"Census Tract 2181.20, Los Angeles, CA",4638,524
14000US06037218210,"Census Tract 2182.10, Los Angeles, CA",3721,371
14000US06037218220,"Census Tract 2182.20, Los Angeles, CA",3859,393
14000US06037218300,"Census Tract 2183, Los Angeles, CA",5290,601
14000US06037218400,"Census Tract 2184, Los Angeles, CA",4737,452
14000US06037218500,"Census Tract 2185, Los Angeles, CA",2641,230
14000US06037218600,"Census Tract 2186, Los Angeles, CA",3148,475
14000US06037218701,"Census Tract 2187.01, Los Angeles, CA",2324,256
14000US06037218702,"Census Tract 2187.02, Los Angeles, CA",2056,250
14000US06037218800,"Census Tract 2188, Los Angeles, CA",2752,255
14000US06037218900,"Census Tract 2189, Los Angeles, CA",6149,557
14000US06037219010,"Census Tract 2190.10, Los Angeles, CA",3027,412
14000US06037219020,"Census Tract 2190.20, Los Angeles, CA",5411,477
14000US06037219300,"Census Tract 2193, Los Angeles, CA",4239,626
14000US06037219500,"Census Tract 2195, Los Angeles, CA",2084,275
14000US06037219700,"Census Tract 2197, Los Angeles, CA",4507,397
14000US06037219800,"Census Tract 2198, Los Angeles, CA",2861,268
14000US06037219901,"Census Tract 2199.01, Los Angeles, CA",4150,479
14000US06037219902,"Census Tract 2199.02, Los Angeles, CA",3809,415
